quarter,gtrepo-etri,cghub.ucsc,gtrepo-riken,gtrepo-dkfz,gtrepo-ebi,gtrepo-osdc-icgc
2014/11/27 18:45:54,25.0330788226294,14.3551052619174,10.9075426809833,2.18503449236291,3.55113636363636e-05,11.4093377762947
2014/11/28 07:42:40,28.997945344226,25.2645083471786,35.7767399936252,0.969886521646155,3.51914414414414e-05,9.48487116342567
2014/11/29 07:13:51,33.9539578212391,26.9667269946836,41.4936417451839,1.1766928745241,3.55113636363636e-05,8.20046152671178
2014/11/30 21:17:54,30.9183390756317,24.5310226209702,61.9212807581975,19.0737290403208,3.55113636363636e-05,28.1158680915833
2014/12/01 09:25:15,68.6569000061821,25.0151875411209,76.6644428434826,8.31186289292761,3.55113636363636e-05,28.1158680915833
2014/12/02 01:16:01,30.6142242650517,24.4915201690846,54.7603163167733,28.641861968744,3.55113636363636e-05,28.1158680915833
2014/12/03 01:19:16,31.0210578101022,24.8923633797079,70.6119868295235,13.0774968569864,0.000244140625,28.1158680915833
2014/12/04 18:36:00,32.762590880143,18.3908512998809,15.7222001925111,1.97284731266191,0.000244140625,25.3949776311075
2014/12/05 10:03:32,41.4992817815145,24.9127502457027,62.8888007700443,2.66334387209357,0.000244140625,9.26169772428625
2014/12/06 18:32:40,22.6634427204873,45.4685621076279,48.4925692684679,0.441334136630642,0.000244140625,8.55700333222099
2014/12/07 12:37:17,30.6142242650517,25.4547849790821,33.8225483133011,0.705635533155648,0.000244140625,8.03310516902379
2014/12/08 09:13:28,40.421378358618,24.9946327444561,71.872915165765,22.2284170495341,0.000244140625,27.14635539877
2014/12/09 05:12:41,0.000244140625,24.7707394543999,62.8888007700443,16.2980744411696,0.000244140625,26.2414768854777
2014/12/10 18:45:42,0.000244140625,11.3332593330861,14.9346317227564,2.08590446524998,0.000244140625,19.2010806479105
