quarter,gtrepo-etri,cghub.ucsc,gtrepo-riken,gtrepo-dkfz,gtrepo-ebi,gtrepo-osdc-icgc
2014/11/27 01:19:17,28.209481573537,11.75820179745,6.78732419777881,24.4015863141534,3.55113636363636e-05,9.84055383205414
2014/11/28 16:57:06,28.9081684236556,16.8523368698078,18.8078656508544,15.9121455381911,3.55113636363636e-05,9.71906551313989
2014/11/29 00:54:39,21.8162112169177,16.3628122915562,35.9364575828825,16.9956573939045,3.55113636363636e-05,9.96511780461179
2014/11/30 12:56:07,19.0169824864374,17.0794318079748,22.2369240291869,16.4206163542611,3.55113636363636e-05,30.2786271755512
2014/12/01 21:06:00,18.901494738544,16.0265901211818,9.59447735228328,16.7995536547441,3.55113636363636e-05,23.855888077707
2014/12/02 00:57:34,25.9370511134466,15.6715445904189,25.7181038292833,16.9626561174115,3.51914414414414e-05,9.84055383205414
2014/12/03 04:55:44,19.2920214893404,15.8843175195838,27.4736057971525,17.6837406892043,0.000260416666666667,10.223952033303
2014/12/04 08:56:15,37.8029894770881,14.8891179882541,23.9576383885883,16.1474452873695,0.000260416666666667,9.48487116342567
2014/12/05 05:04:18,20.9357363247551,15.8429521093766,28.4444045885713,7.97059115006106,0.000260416666666667,26.2414768854777
2014/12/06 20:59:54,39.2325142892469,13.300598185397,23.1315129269129,16.8644167962682,0.000260416666666667,9.84055383205414
2014/12/07 09:22:18,10.0293645551458,16.5407656606868,21.0726871690201,5.36476039591219,0.000260416666666667,9.60054032395526
2014/12/08 12:53:14,40.9527169519932,15.9342420377177,23.4004840074584,17.0620466805995,0.000244140625,9.96511780461179
2014/12/09 08:36:21,0.000244140625,30.0577747529674,16.8405156873759,17.1289566675822,0.000260416666666667,9.71906551313989
2014/12/10 13:11:53,0.000244140625,26.8951972148568,26.3064264659009,3.2450846584201,0.000260416666666667,9.26169772428625
